o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment,c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
3392,737,O,124060.27,1995-10-28,1-URGENT,Clerk#000000325,0,"haggle above the even, final pinto beans. final de",737,Customer#000000737,"eNHkZHYWXIpf8Ct,F2Aej BwxkZ6LTW",18,28-658-938-1102,2501.74,AUTOMOBILE,ackages. blithely daring packages detect slyly around the carefully busy excuses. f
3398,668,O,1744.64,1996-09-23,1-URGENT,Clerk#000000818,0,ang carefully. unusual dependencies doze at the fluffily r,668,Customer#000000668,"coEv,AUgGfI31zFIQPFh",15,25-582-501-2346,8184.21,FURNITURE,the special pinto beans. slyly silent foxes cajo
3463,884,F,147059.62,1993-08-18,1-URGENT,Clerk#000000545,0,al requests sublate evenly after the ,884,Customer#000000884,"WgtIzd,7wR2yFhJttiTwrMSS",21,31-483-489-6172,1601.6,FURNITURE,sual packages sleep fluffily. furiously unusual theodolites sleep accounts. quickly even requests n
3491,826,O,62878.19,1998-06-24,1-URGENT,Clerk#000000560,0,sts. busy accounts wake furiously quickl,826,Customer#000000826,MV2r62CmrDa,13,23-762-328-7631,8938.14,BUILDING,r asymptotes. fluffily regular accounts detect blithely about the quickly fin
3558,265,O,162598.01,1996-02-29,1-URGENT,Clerk#000000841,0,quickly final epitaphs nag carefully accor,265,Customer#000000265, yJIACHUobrgPnTqp8sRyF9xlSN0MPMQI7O,17,27-716-734-2046,8275.8,MACHINERY,the fluffily regular requests engage
3584,118,O,101937.04,1997-08-11,1-URGENT,Clerk#000000760,0, foxes are slyly ironic hockey players. carefully regular excuses haggle ag,118,Customer#000000118,d5DlxktKgRwuXuBLS,18,28-639-943-7051,3582.37,AUTOMOBILE,accounts wake. blithely special accounts boost alongside of the carefully express asymptotes. unusual requests af
3623,29,O,253649.01,1996-12-26,1-URGENT,Clerk#000000184,0,sits promise carefully against the ironi,29,Customer#000000029, hVQNzLtqGpgUXNMY0wlZVstaf52mXXxJ,0,10-773-203-7342,7618.27,FURNITURE, nod furiously after the final accounts. courts nag qu
3655,487,F,111868.8,1992-10-06,1-URGENT,Clerk#000000815,0,"latelets cajole fluffily above the final, unusual packages. ",487,Customer#000000487,"D7O0FSNqLSd,AccfbWb,5l7xk9",2,12-111-401-4259,9749.37,AUTOMOBILE, requests. furiously pending dolphins accordi
3681,517,F,34981.18,1992-04-04,1-URGENT,Clerk#000000566,0,rouches. slyly regular instructions cajole fluffily unusual dependen,517,Customer#000000517,F8CVMjSlWmVgKFUYD4y6TWwLtbHcpKXt,10,20-475-741-4234,3959.71,FURNITURE,nst the carefully even theodolites haggle furiously acco
3715,644,O,88203.51,1996-03-18,1-URGENT,Clerk#000000463,0, bold deposits solve? slyly regular ideas doubt furiously. ironic req,644,Customer#000000644,"QL1 N2m,ajzeO0G xNc",18,28-489-845-4801,6183.15,HOUSEHOLD,"e regular excuses. foxes wake pending, pen"
3748,521,O,118550.25,1998-02-28,1-URGENT,Clerk#000000156,0,sts wake across the fu,521,Customer#000000521,f6mqmrZ1xwaCLd2XVXoGAWqBAHZkFcN,2,12-539-480-8897,5830.69,MACHINERY,rts boost quickly close requests! unusual theodolit
3782,650,O,170815.8,1996-08-24,1-URGENT,Clerk#000000121,0,manently across the requests. fur,650,Customer#000000650,",JAv2OFnJQBDG9 DwPxFD,  nKh1K6t",5,15-842-586-1263,2086.91,AUTOMOBILE,accounts. silent requests are carefully evenly regular theodolites. carefully ironic ins
3810,997,F,181248.66,1992-09-17,1-URGENT,Clerk#000000660,0,furiously even theodolites wake slyly ,997,Customer#000000997,TVgeo8YnY9jkQtkSRCsBHSVBBkmUIRLhm,17,27-218-645-5219,367.03,FURNITURE,e boldly. quickly busy requests above the packages use carefully quickly ironic theodolites. bo
3844,784,F,6858.13,1994-12-29,1-URGENT,Clerk#000000686,0,ogged requests nag according to the qui,784,Customer#000000784,NwOk3BPCzcV0AJu,14,24-975-574-2063,3170.47,BUILDING," accounts. pinto beans boost furiously. ironic, bold courts above the quickly"
3845,887,F,180711.26,1992-04-26,1-URGENT,Clerk#000000404,0,"ove the carefully ironic deposits haggle blithely pending, unusual cou",887,Customer#000000887,"pCiDF,LELVfH2DZWqNq",1,11-136-651-8293,7009.42,MACHINERY,ully regular platelets against the ironic packages hang furiously ironic instructions. furiously bold ac
3878,866,O,90013.77,1997-03-23,1-URGENT,Clerk#000000314,0,ly. requests haggle across the quickly express deposits. final id,866,Customer#000000866,"y0P,kObTN1L",20,30-436-285-7224,6265.88,FURNITURE,d deposits use always around the furiously pending instructions. furiously special instructions are ag
3938,298,F,65808.22,1993-03-03,1-URGENT,Clerk#000000199,0,ithely close packages? accoun,298,Customer#000000298,IlglXwrSQMLmoKTFb0Ayy9Riz882aFn3A,21,31-542-157-4074,3812.84,BUILDING,sits doze about the blithely bold excuses. slyly f
4038,937,O,223001.93,1996-01-06,1-URGENT,Clerk#000000272,0,ake slyly final pinto beans. carefully ironic deposits at the quickly ,937,Customer#000000937,yz kUDJNb9dtNRSPR,23,33-869-990-3946,668.51,AUTOMOBILE,y final ideas against the ideas cajole blithely fl
4039,281,O,201017.09,1997-11-16,1-URGENT,Clerk#000000358,0,unts haggle slyly above the packa,281,Customer#000000281,vVKhSjkEYlDRhIKz,6,16-809-382-6446,4361.7,BUILDING,"sts sleep carefully. even, final sauternes among the gifts haggle fluffily"
4065,794,F,200609.19,1994-06-09,1-URGENT,Clerk#000000131,0, unusual requests haggle carefully. i,794,Customer#000000794,ae2SrgtkDhVTdkOWOub2Jin8l,23,33-633-470-5945,1709.5,FURNITURE,"dolites engage. furiously regular pinto beans are quickly unusual foxes. unusual, regu"
4097,85,O,218589.15,1996-05-24,1-URGENT,Clerk#000000475,0,"egular decoys haggle fluffily. accounts eat even, regular instructions. ",85,Customer#000000085, I9M GnvICGJ29rTlKGzDMstOgH,5,15-745-585-8219,3386.64,FURNITURE,nts. blithely unusual pinto beans along
4099,161,F,297452.57,1992-08-21,1-URGENT,Clerk#000000379,0,"pecial packages. even, regular theodolites are furiously. fluffi",161,Customer#000000161,ZC9Gu1dyHl7J,7,17-805-718-2449,3714.06,MACHINERY,quickly according to the furiously ironic theodolites. finally final instructions wake bl
4102,208,O,166220.63,1996-03-17,1-URGENT,Clerk#000000675,0,ove the special requests. blithely regula,208,Customer#000000208,"rPtMZfvOdL3,gcUuAw04wM",19,29-859-139-6234,6239.89,MACHINERY,ing to the regular accounts. packages maintain enticingly after the quickly final instructions. fluffily fina
4131,436,O,174653.4,1998-01-30,1-URGENT,Clerk#000000612,0,tions. fluffily specia,436,Customer#000000436,"Xnodsr7SWYP527OR68RWH9,a3k89eVDOC,nV1",19,29-927-687-6390,5896.87,FURNITURE,ily regular packages haggle enticingly carefully regular deposit
4134,961,F,160154.58,1995-01-12,1-URGENT,Clerk#000000171,0,ges. furiously ironic platelets,961,Customer#000000961,W0SZ2oflx9aWTggtwSk3OEIXsubXTbGbD,12,22-989-463-6089,6963.68,MACHINERY,use furiously across the final deposits. quickly 
4167,262,O,101266.76,1998-06-17,1-URGENT,Clerk#000000917,0,"nts. regular, pending requests t",262,Customer#000000262,oO6cqmpuexTCkgwjAPnuUuKM1,4,14-698-169-5201,1561.8,AUTOMOBILE,egular packages sleep slyly. quickly even deposits across the dolphins boost along the carefully e
4199,41,F,40988.2,1992-02-13,1-URGENT,Clerk#000000309,0, doze blithely furiously bold deposits. fluffily pending dependencies,41,Customer#000000041,jeREsFtCuMqEwdvTFqTkY2NzGRYDG1m,10,20-917-711-4011,270.95,HOUSEHOLD,uctions wake carefully pending deposits: pinto beans along the carefully final deposits sleep blithely a
4224,689,O,237454.7,1997-07-14,1-URGENT,Clerk#000000034,0,e of the asymptotes. escapades use furiously express pinto beans. plate,689,Customer#000000689,"lOIMRb04OUi,awgPMLALGQHHczc5OJEuApDS",24,34-325-146-3591,1481.24,MACHINERY,slyly regular packages. blithely regular deposits wake a
4229,133,O,115394.17,1998-03-03,1-URGENT,Clerk#000000301,0,ular packages around the furiou,133,Customer#000000133,jeox3OBiwNH2cRYHKnkxujKCHP6zSSC,17,27-408-997-8430,2314.67,AUTOMOBILE,ress requests use. carefully regular ideas sleep slyly. final pinto beans across the regular instruction
4263,25,O,200998.16,1998-03-16,1-URGENT,Clerk#000000265,0,"egular accounts are busily express, unusual requests. furi",25,Customer#000000025,kBSktmaKkjm28IFkVypLN,12,22-603-468-3533,7133.7,FURNITURE,theodolites nag furiously along the asymptotes. furiously special ideas detect. carefully regular instructio
4324,713,O,264556.68,1995-07-17,1-URGENT,Clerk#000000800,0, special accounts. always final deposits slee,713,Customer#000000713,DwrL1iKm8lkbrb,10,20-595-832-3185,3829.03,MACHINERY,ts: carefully ironic asymptotes use furiously express instructions. dependencies across t
4355,28,O,231360.69,1996-11-16,1-URGENT,Clerk#000000362,0,cial theodolites cajole carefully. unusual,28,Customer#000000028,"J5tK,OQa07KQSuY5b4qRFYVYRF",8,18-774-241-1462,1007.18,FURNITURE,r accounts are quickly. boldly bold foxes haggle
4358,236,O,51989.52,1997-08-12,1-URGENT,Clerk#000000692,0,lites. slyly express instructions nag quickly,236,Customer#000000236,"HO40Ef, Ji yqO5RCFZ0Vn5G8slbgFK2",14,24-808-967-4503,5384.59,AUTOMOBILE,"ily special instructions. deposits use carefully. unusual, permanent accounts about the carefully iron"
4359,142,F,163691.4,1993-03-03,1-URGENT,Clerk#000000393,0,y even dugouts use slyly according to the quickly expre,142,Customer#000000142,rDhVFvyfHIDoF YHJFRBQSdfulY0,9,19-407-425-2584,2209.81,AUTOMOBILE,lyly carefully final grouches. 
4384,241,F,92211.63,1992-07-13,1-URGENT,Clerk#000000192,0,onic requests boost blithely quick excuses. requests haggle furiously fin,241,Customer#000000241,mpxvjHb9WV0cwD1EqMsORMeQ81J3XiMNG,9,19-344-614-2207,6569.34,AUTOMOBILE,rnes after the fluffily regular depths are slyly a
4390,53,P,197545.62,1995-05-23,1-URGENT,Clerk#000000691,0,"ave, regular pinto be",53,Customer#000000053,kDQujt7Ll72zSexpBht7Q1WToFWvlcdKIP,15,25-168-852-5363,4113.64,HOUSEHOLD,ts. carefully regular ideas across the blithely final packages cajole car
4417,670,O,109268.75,1998-07-09,1-URGENT,Clerk#000000365,0,nal dependencies. quickly even packages haggle ,670,Customer#000000670,ahyOfxU7HBv,2,12-839-426-4266,6738.93,BUILDING,ggle after the even Tiresias. carefully pending requests haggle ruthlessly. quickly ironic req
4451,26,F,137267.09,1994-10-01,1-URGENT,Clerk#000000181,0,. carefully ironic requests cajole furiously slyly ,26,Customer#000000026,TFH OW1MeFU6OIb,22,32-363-455-4837,5182.05,AUTOMOBILE,"gainst the express theodolites. deposits sleep furiously. regular, spe"
4608,796,F,237969.57,1994-06-17,1-URGENT,Clerk#000000259,0,"st the dolphins cajole furiously bold foxes. express, express req",796,Customer#000000796,URPHVaGXHhIRGMNUe,3,13-554-411-6773,2584.23,HOUSEHOLD,ns integrate about the slyly expres
4614,596,O,187916.73,1996-04-22,1-URGENT,Clerk#000000974,0,uick ideas are. pending requests sleep. care,596,Customer#000000596,KCpta6YhOJGi4Lscl4Si0Eoi,5,15-484-811-5482,1722.88,MACHINERY, slyly unusual deposits. fluffily regular ideas are even deposits. permanently even deposits use. brav
4645,434,F,329585.38,1994-09-20,1-URGENT,Clerk#000000764,0,e carefully. pending pinto beans detect fluffily. enticingly regular or,434,Customer#000000434,VfkqLZJwWeqVehJMwdzK,3,13-325-443-1474,2940.46,MACHINERY," final pinto beans sleep according to the regular, even requests. requests alo"
4646,826,O,179979.78,1996-06-18,1-URGENT,Clerk#000000036,0,old accounts haggle. caref,826,Customer#000000826,MV2r62CmrDa,13,23-762-328-7631,8938.14,BUILDING,r asymptotes. fluffily regular accounts detect blithely about the quickly fin
4771,943,F,58304.87,1992-12-14,1-URGENT,Clerk#000000571,0,"arefully among the special, regular instructions",943,Customer#000000943,UWNp9lcgflnamAoLjYuS5kfRyyPyKhrPjx,5,15-483-251-8603,7541.05,FURNITURE,usly carefully unusual theodolites. even deposits instead of the slyly special ideas sleep special requests. 
4772,277,F,106724.51,1994-09-14,1-URGENT,Clerk#000000708,0,ithely special packages sleep slyly. express depos,277,Customer#000000277,"q4kzaNwjG,qL9h5Y99prnFlO",23,33-696-831-5394,8876.1,BUILDING,ly final requests wake carefully! quickly pending ex
4801,874,O,168339.96,1996-01-25,1-URGENT,Clerk#000000553,0,"silent, ironic theodolites. furiously busy asymptotes wake across t",874,Customer#000000874,ANCrGEGkJyxBjUNQfGaCESaz hZsWfm6BQ5o7cDY,0,10-886-494-4217,5391.74,AUTOMOBILE,"ets. foxes about the regular, even hockey players was slyl"
4836,643,O,110667.95,1996-12-18,1-URGENT,Clerk#000000691,0,ecial pinto beans. idly bold packages wake always ironic ,643,Customer#000000643,S7rYQxJLtlsba,0,10-978-597-2747,5184.7,FURNITURE,lithe instructions. blithely final deposits boost
4838,436,F,77558.81,1992-08-02,1-URGENT,Clerk#000000569,0,daringly ironic excuses according to the quiet theodolites use eve,436,Customer#000000436,"Xnodsr7SWYP527OR68RWH9,a3k89eVDOC,nV1",19,29-927-687-6390,5896.87,FURNITURE,ily regular packages haggle enticingly carefully regular deposit
4839,244,F,107759.92,1994-05-10,1-URGENT,Clerk#000000925,0,ic packages sublate blithely regular packages. accounts across ,244,Customer#000000244,mp5PoCm5QlRbSgCLAacY6x3M5v,15,25-621-225-8173,2506.38,HOUSEHOLD,egrate slyly along the blithely final requests. regular de
4867,82,F,15931.91,1992-05-21,1-URGENT,Clerk#000000891,0," about the theodolites. regular, unusual deposits above the deposits haggle",82,Customer#000000082,tJkXm2PQBWPRRYkIXPg0YdM03E,18,28-159-442-5305,9468.34,AUTOMOBILE,old requests. slyly bold courts sleep carefully packag
4871,448,O,172274.73,1995-06-12,1-URGENT,Clerk#000000531,0,hely even accounts wake furiously ,448,Customer#000000448,"qjWwyEnBQPH,dKCldh4xXc63DJNLh",24,34-985-422-6009,8117.27,BUILDING,"cingly. accounts cajole furiously pending, even platelets. furiously fluffy packages sleep. asympt"
4896,850,F,131264.74,1992-08-22,1-URGENT,Clerk#000000622,0,ng the blithely even platelets dazzle furiously according to t,850,Customer#000000850,"lNJb5KR GbB8yrw,T1xujFuSO,dSk",22,32-546-203-4000,7576.55,FURNITURE,e? slyly even packages cajole. furiously ironic pinto beans caj
4931,496,F,170930.79,1994-11-17,1-URGENT,Clerk#000000356,0,beans. bold accounts detect carefully after the pending pac,496,Customer#000000496,3SC2fGjEMU2WLmsH7x,12,22-173-644-7922,8174.82,MACHINERY,ic deposits. blithely unusual requests are across the enticingly express accounts. pinto beans wak
4934,382,O,254375.72,1997-02-17,1-URGENT,Clerk#000000372,0,ing accounts was regular requests. express packages promise blithely bl,382,Customer#000000382,7NKqeREgVhE8tGq11bL9W4Vs9mQyn6uM,8,18-942-650-6657,6269.42,AUTOMOBILE,s are sometimes along the blithely pending requests. slyly regular platelets affix
4992,613,F,291161.83,1992-05-10,1-URGENT,Clerk#000000166,0,ns are. blithely final ,613,Customer#000000613,rh70YV9PQD8NmjcqK74K,4,14-275-416-1669,6679.75,AUTOMOBILE,ly even deposits nag across the 
5026,271,O,24577.34,1997-09-06,1-URGENT,Clerk#000000955,0,round the fluffily ,271,Customer#000000271,d0jOM6Xr3mUT2u,6,16-621-282-5689,1490.35,MACHINERY, beans. ironic ideas are blithely a
5057,640,O,91744.27,1997-08-03,1-URGENT,Clerk#000000955,0,"luffily express, even dependencies. slyly silent deposits nag again",640,Customer#000000640,IXwH 0sD0BilkWKjcyo,2,12-702-315-6637,3025.84,HOUSEHOLD,. thin warthogs are furiously among the regular asymptotes. quickly f
5090,881,O,174101.49,1997-03-09,1-URGENT,Clerk#000000953,0,hang slyly to the furiously unusual ideas. slyly pending asymptote,881,Customer#000000881,4hRW989YC3jrCEMK,4,14-127-261-7876,2141.71,FURNITURE,efully final platelets use furiously according to the unusual theodolites. dep
5120,155,O,33217.93,1996-06-05,1-URGENT,Clerk#000000332,0, quickly express deposits detect furiously a,155,Customer#000000155,G0z8BKI8yeLN uBvI,0,10-566-282-8705,5902.85,AUTOMOBILE, the quickly unusual accounts. dependencies boost furiously bold foxes. 
5123,97,O,14822.35,1998-02-10,1-URGENT,Clerk#000000776,0,ng accounts. slyly final accounts cajole quickly furiously ironic packages,97,Customer#000000097,"dqBtMIPJhk1,ivXIr NZf",17,27-588-919-5638,2164.48,AUTOMOBILE,cial instructions. dependencies boost furiously; quickly final requests w
5158,755,O,349464.54,1997-01-21,1-URGENT,Clerk#000000541,0,grouches. sometimes final requests among ,755,Customer#000000755,mY22Pa7Ym5,16,26-395-247-2207,7631.94,HOUSEHOLD, haggle slyly carefully daring pinto beans.
5186,520,O,345577.74,1996-08-03,1-URGENT,Clerk#000000332,0,eposits. final foxes haggle quic,520,Customer#000000520,"uQckOS5MRYqIWlUN,kOJN6YeEnc3hm0tAtn8rzmq",3,13-612-111-7765,8315.09,HOUSEHOLD,", ironic instructions. furiously express deposits mold fluffily behind the furiously pending d"
5252,898,O,247519.93,1996-02-17,1-URGENT,Clerk#000000724,0,ests sleep accounts. blithely final pi,898,Customer#000000898,i w insq M15hshpIX8mFIPZ7Z02536wckuR51v9,3,13-265-738-4361,8137.24,AUTOMOBILE,ar accounts are furiously bold waters? packages sleep ironic pinto beans-- carefully bold pinto beans detect blithel
5282,499,O,126638.39,1998-01-30,1-URGENT,Clerk#000000030,0,ven theodolites. express requests boost-- fluffily even d,499,Customer#000000499,FZJcX63a5Pw7PhRSjv,14,24-387-817-9149,4293.76,HOUSEHOLD,ithely quickly regular sheaves. fluffily final waters affix carefully silent pinto beans. theod
5316,997,F,68793.55,1994-01-31,1-URGENT,Clerk#000000734,0,ainst the furiously even accounts are blithely against the carefully final de,997,Customer#000000997,TVgeo8YnY9jkQtkSRCsBHSVBBkmUIRLhm,17,27-218-645-5219,367.03,FURNITURE,e boldly. quickly busy requests above the packages use carefully quickly ironic theodolites. bo
5319,979,O,94253.83,1996-01-21,1-URGENT,Clerk#000000237,0,lar requests. bold reques,979,Customer#000000979,ows6uoXVCJhy6DQGfkcRHnzos2uyLOIc,18,28-113-574-4962,7055.13,MACHINERY,"wake quickly carefully special ideas. ironic, "
5345,304,O,154585.9,1997-08-24,1-URGENT,Clerk#000000057,0,ular packages. pinto beans cajole furiously expres,304,Customer#000000304,pIFwPYGSKJo3W,0,10-321-698-7663,9217.55,MACHINERY,"daringly regular theodolites at the regular, express "
5349,670,O,52011.1,1996-09-01,1-URGENT,Clerk#000000960,0,egular asymptotes haggle blithely after the slyly final foxes,670,Customer#000000670,ahyOfxU7HBv,2,12-839-426-4266,6738.93,BUILDING,ggle after the even Tiresias. carefully pending requests haggle ruthlessly. quickly ironic req
5378,412,F,144404.53,1992-10-25,1-URGENT,Clerk#000000520,0,"ly furiously bold attainments. regular, pending accounts nag carefully final, ",412,Customer#000000412,WidY21a JniY2p5lgInPfBsIYKGZLEDsitYta,22,32-940-318-3191,6044.02,BUILDING,efully unusual dependencies use around the regularly ironic ideas. instructions must have to play carefully
5413,940,O,275955.54,1997-10-17,1-URGENT,Clerk#000000066,0,uts. slyly bold patterns integrate,940,Customer#000000940,8T9c3q3NQH90wGvuX5xoTvdwq,19,29-958-573-1004,253.59,AUTOMOBILE,its serve stealthily alongside of the unusual packages. slyly bold sentiments wake. bold foxes are slyly
